id,label
3458,cat
3462,cat
3473,cat
3474,horse
3476,cat
3482,horse
3487,cat
3488,horse
3491,cat
3515,cat
3525,cat
3535,horse
3544,horse
3545,horse
3547,cat
3551,cat
3552,cat
3553,cat
3554,horse
3566,cat
3569,cat
3572,cat
3574,horse
3576,cat
3579,horse
3582,horse
3592,cat
3593,horse
3595,cat
3599,horse
3607,horse
3612,horse
3616,cat
3618,cat
3623,horse
3624,horse
3628,horse
3638,horse
3647,cat
3650,horse
3651,cat
3652,horse
3655,cat
3680,cat
3700,horse
3704,cat
3710,cat
3712,horse
3716,horse
3727,horse
3729,cat
3734,horse
3750,cat
3757,cat
3759,cat
3763,cat
3764,cat
3769,horse
3773,cat
3783,horse
3786,cat
3788,cat
3793,cat
3796,cat
3802,cat
3807,horse
3808,cat
3814,cat
3818,horse
3819,cat
3825,horse
3835,cat
3836,horse
3844,cat
3845,horse
3855,horse
3864,cat
3865,cat
3871,cat
3876,cat
3878,horse
3889,cat
3891,horse
3906,cat
3911,cat
3915,horse
3921,horse
3928,cat
3934,horse
3940,horse
3947,horse
3954,horse
3956,horse
3957,cat
3959,horse
3976,horse
3989,horse
3990,horse
3997,horse
3998,cat
4008,cat
4011,cat
4017,horse
4021,cat
4025,horse
4026,cat
4034,cat
4038,horse
4055,horse
4060,horse
4066,horse
4073,cat
4074,cat
4076,horse
4077,horse
4079,horse
4084,cat
4088,cat
4089,horse
4090,cat
4099,cat
4103,cat
4108,horse
4109,cat
4111,cat
4113,horse
4115,horse
4118,cat
4120,horse
4125,cat
4129,cat
4134,horse
4135,horse
4140,cat
4147,cat
4150,cat
4152,cat
4158,horse
4167,cat
4175,cat
4178,cat
4179,horse
4180,cat
4188,horse
4198,cat
4217,horse
4219,horse
4222,cat
4237,horse
4239,horse
4242,horse
4244,cat
4248,horse
4249,horse
4252,horse
4254,horse
4255,horse
4259,horse
4265,horse
4267,cat
4269,cat
4286,horse
4289,cat
4295,cat
4303,cat
4309,cat
4311,cat
4316,horse
4319,horse
4326,horse
4330,cat
4332,horse
4334,horse
4337,cat
4342,horse
4347,cat
4350,cat
4351,cat
4358,horse
4362,cat
4370,horse
4387,horse
4389,cat
4393,cat
4394,horse
4397,horse
4400,horse
4402,horse
4403,cat
4406,cat
4415,cat
4423,cat
4428,horse
4429,cat
4434,horse
4436,cat
4438,cat
4440,cat
4442,horse
4443,horse
4446,horse
4450,cat
4461,horse
4463,cat
4466,cat
4473,cat
4476,cat
4479,horse
4481,horse
4482,cat
4484,cat
4485,cat
4486,horse
4500,horse
4507,horse
4511,horse
4514,horse
4516,cat
4520,cat
4523,horse
4531,cat
4532,cat
4543,cat
4545,horse
4555,horse
4556,horse
4557,horse
4559,cat
4565,cat
4570,cat
4582,cat
4583,horse
4590,horse
4614,horse
4629,cat
4631,cat
4651,horse
4658,cat
4670,cat
4672,horse
4673,cat
4675,cat
4677,horse
4687,horse
4689,horse
4698,cat
4706,horse
4707,horse
4713,horse
4715,horse
4721,cat
4730,horse
4737,horse
4738,cat
4746,cat
4748,horse
4761,cat
4773,cat
4783,horse
4791,horse
4792,cat
4794,horse
4796,horse
4797,cat
4800,cat
4810,horse
4821,horse
4828,cat
4830,cat
4834,horse
4836,cat
4837,cat
4848,cat
4856,cat
4872,horse
4873,horse
4874,horse
4877,cat
4884,horse
4887,horse
4888,cat
4895,horse
4899,horse
4901,horse
4902,horse
4904,horse
4909,cat
4913,cat
4916,cat
4922,cat
4929,horse
4934,horse
4935,cat
4939,horse
4940,horse
4951,cat
4955,cat
4964,cat
4982,horse
4983,cat
4985,cat
4995,cat
4997,horse
5002,horse
5007,cat
5008,cat
5009,cat
5018,cat
5024,cat
5025,horse
5028,horse
5035,horse
5036,horse
5045,horse
5047,cat
5048,horse
5054,cat
5059,horse
5061,horse
5062,horse
5063,cat
5066,cat
5073,cat
5081,cat
5087,cat
5089,cat
5098,cat
5102,horse
5107,cat
5108,cat
5111,cat
5114,cat
5115,horse
5117,horse
5118,horse
5121,horse
5122,horse
5127,horse
5129,cat
5130,cat
5140,horse
5148,cat
5159,horse
5161,horse
5163,cat
5169,horse
5184,cat
5189,horse
5191,cat
5193,cat
5201,horse
5210,cat
5219,cat
5221,horse
5222,cat
5240,horse
5242,horse
5243,cat
5255,horse
5259,horse
5261,cat
5270,horse
5277,horse
5278,cat
5280,horse
5296,horse
5308,horse
5314,horse
5318,horse
5320,cat
5322,cat
5326,horse
5327,horse
5329,horse
5330,cat
5337,horse
5355,cat
5358,horse
5364,horse
5367,horse
5369,horse
5386,horse
5390,cat
5397,horse
5401,cat
5402,horse
5404,horse
5408,cat
5413,horse
5424,cat
5426,cat
5431,cat
5437,horse
5446,cat
5448,horse
5450,horse
5451,cat
5456,cat
5474,cat
5476,cat
5479,cat
5480,cat
5493,cat
5494,cat
5499,horse
5503,cat
5508,cat
5519,horse
5521,cat
5526,horse
5535,cat
5537,horse
5539,horse
5540,cat
5542,cat
5543,horse
5544,horse
5546,cat
5554,cat
5561,horse
5564,horse
5565,horse
5578,horse
5579,cat
5580,horse
5587,cat
5593,cat
5598,horse
5599,cat
5602,cat
5609,horse
5611,cat
5616,cat
5618,horse
5621,horse
5629,horse
5653,horse
5665,cat
5675,horse
5679,cat
5706,cat
5711,horse
5714,cat
5721,cat
5726,cat
5734,cat
5736,horse
5738,horse
5742,cat
5745,cat
5749,horse
5754,horse
5762,horse
5767,horse
5768,horse
5772,horse
5775,horse
5779,horse
5780,horse
5783,horse
5785,horse
5793,horse
5798,cat
5799,horse
5800,cat
5801,cat
5803,horse
5805,horse
5810,horse
5813,horse
5822,horse
5824,cat
5839,cat
5843,horse
5847,horse
5849,cat
5855,horse
5857,cat
5860,cat
5864,horse
5871,cat
5877,cat
5878,cat
5888,horse
5891,horse
5897,cat
5915,cat
5916,cat
5919,cat
5926,horse
5928,horse
5931,horse
5935,horse
5936,horse
5937,horse
5943,cat
5944,horse
5946,cat
5959,horse
5964,cat
5967,cat
5977,horse
5981,cat
5983,horse
5990,horse
5992,horse
5996,horse
5997,horse
6011,horse
6015,cat
6031,cat
6033,horse
6046,cat
6052,horse
6060,horse
6061,cat
6062,cat
6071,cat
6072,cat
6073,horse
6077,horse
6078,horse
6080,cat
6090,cat
6109,cat
6118,horse
6120,horse
6136,cat
6148,horse
6152,cat
6158,horse
6163,cat
6165,horse
6168,cat
6170,cat
6186,cat
6187,cat
6190,horse
6195,horse
6198,horse
6199,cat
6200,cat
6201,cat
6206,cat
6208,cat
6209,cat
6217,horse
6218,cat
6219,horse
6224,cat
6230,cat
6236,horse
6240,horse
6256,horse
6257,cat
6258,horse
6262,horse
6264,cat
6272,horse
6279,horse
6284,horse
6285,cat
6288,horse
6292,horse
6300,horse
6302,horse
6305,cat
6307,cat
6308,horse
6310,cat
6320,cat
6321,horse
6322,horse
6325,cat
6327,horse
6330,horse
6331,cat
6333,cat
6336,horse
6344,cat
6349,cat
6352,cat
6364,horse
6369,cat
6373,horse
6386,cat
6387,horse
6395,cat
6399,horse
6402,horse
6403,cat
6405,cat
6406,cat
6410,horse
6423,cat
6424,horse
6431,cat
6434,cat
6442,horse
6450,horse
6459,cat
6461,horse
6463,cat
6467,cat
6482,horse
6483,cat
6488,horse
6491,cat
6492,cat
6493,cat
6494,cat
6497,cat
6498,horse
6508,cat
6512,cat
6514,horse
6523,horse
6529,horse
6539,horse
6541,cat
6553,horse
6556,cat
6557,cat
6558,cat
6565,horse
6568,cat
6569,horse
6574,horse
6575,cat
6585,cat
6586,cat
6589,horse
6591,cat
6596,cat
6597,cat
6601,horse
6602,horse
6603,cat
6608,cat
6619,cat
6620,cat
6625,horse
6634,horse
6636,cat
6638,cat
6642,horse
6650,cat
6654,horse
6656,horse
6659,cat
6670,cat
6675,cat
6677,horse
6678,horse
6681,horse
6685,cat
6691,cat
6696,horse
6697,horse
6700,horse
6701,cat
6714,horse
6715,cat
6716,horse
6717,cat
6725,cat
6727,horse
6730,cat
6733,cat
6735,horse
6740,horse
6743,cat
6749,horse
6753,horse
6754,cat
6759,cat
6760,horse
6764,horse
6765,horse
6768,cat
6777,horse
6783,cat
6784,cat
6788,cat
6791,cat
6793,horse
6794,horse
6801,horse
6809,horse
6813,cat
6819,horse
6822,horse
6823,horse
6828,horse
6838,cat
6840,horse
6842,horse
6843,horse
6848,cat
6850,cat
6851,horse
6856,cat
6865,horse
6866,horse
6869,cat
6873,cat
6877,horse
6884,cat
6893,horse
6903,cat
6906,cat
6911,cat
6914,cat
6915,cat
6931,cat
6937,cat
6940,horse
6946,cat
6954,horse
6962,cat
6967,horse
6980,horse
6981,cat
6982,cat
6987,horse
6993,horse
6995,cat
6999,horse
7000,horse
7005,cat
7007,cat
7012,horse
7017,horse
7024,horse
7028,horse
7029,horse
7031,horse
7034,horse
7050,cat
7051,cat
7056,horse
7064,cat
7066,cat
7076,cat
7077,horse
7080,horse
7086,horse
7087,cat
7089,horse
7102,horse
7108,cat
7121,horse
7122,cat
7123,cat
7124,cat
7126,cat
7129,cat
7133,cat
7139,cat
7142,horse
7143,cat
7153,horse
7154,cat
7162,cat
7172,cat
7181,cat
7183,horse
7186,horse
7187,horse
7192,horse
7194,horse
7198,horse
7201,cat
7202,horse
7205,horse
7206,cat
7214,cat
7220,horse
7221,cat
7224,horse
7225,cat
7229,cat
7231,cat
7235,cat
7236,cat
7254,cat
7260,cat
7269,cat
7274,horse
7286,horse
7291,cat
7292,horse
7305,horse
7308,cat
7310,cat
7314,cat
7315,horse
7319,cat
7324,horse
7326,horse
7332,horse
7334,horse
7344,cat
7347,cat
7354,horse
7356,cat
7368,cat
7370,cat
7373,horse
7386,horse
7390,cat
7401,horse
7403,horse
7406,horse
7412,cat
7413,cat
7417,horse
7421,horse
7427,cat
7428,cat
7433,cat
7440,cat
7451,horse
7461,cat
7464,horse
7468,cat
7470,cat
7475,cat
7479,cat
7483,horse
7484,cat
7486,cat
7488,cat
7489,horse
7490,cat
7493,cat
7494,cat
7499,cat
7501,cat
7502,cat
7507,horse
7518,cat
7520,cat
7533,cat
7534,cat
7540,cat
7545,horse
7547,horse
7552,cat
7559,horse
7565,horse
7566,horse
7567,cat
7568,cat
7569,horse
7578,horse
7583,horse
7585,cat
7594,cat
7599,horse
7604,cat
7605,horse
7607,horse
7610,horse
7612,horse
7614,horse
7616,cat
7619,horse
7622,horse
7625,horse
7638,horse
7642,horse
7652,cat
7666,cat
7667,horse
7668,cat
7672,cat
7673,horse
7681,cat
7682,cat
7683,horse
7685,horse
7687,horse
7690,cat
7718,horse
7720,cat
7726,horse
7735,cat
7737,horse
7750,cat
7754,cat
7757,horse
7759,horse
7766,cat
7769,cat
7772,cat
7782,horse
7790,cat
7799,horse
7801,horse
7803,cat
7804,cat
7805,cat
7810,horse
7813,cat
7814,horse
7815,cat
7817,horse
7818,horse
7820,horse
7830,horse
7831,horse
7832,horse
7834,horse
7836,cat
7837,horse
7838,cat
7840,cat
7846,horse
7850,horse
7853,cat
7864,horse
7870,cat
7873,cat
7875,horse
7886,horse
7894,cat
7895,horse
7896,horse
7907,cat
7910,cat
7923,horse
7924,horse
7925,cat
7929,cat
7932,cat
7933,cat
7940,horse
7941,horse
7946,horse
7947,cat
7956,horse
7962,horse
7970,horse
7987,horse
7988,cat
7990,horse
7998,cat
8000,cat
8001,cat
8012,cat
8014,cat
8029,cat
8030,cat
8031,cat
8037,horse
8039,horse
8042,cat
8053,horse
8055,cat
8057,cat
8065,horse
8068,cat
8077,horse
8079,horse
8083,cat
8089,cat
8102,cat
8105,cat
8106,cat
8107,horse
8110,horse
8116,horse
8123,cat
8130,horse
8134,cat
8140,cat
8143,horse
8152,cat
8154,cat
8159,cat
8162,cat
8163,cat
8165,cat
8177,horse
8180,cat
8184,cat
8188,horse
8194,cat
8203,horse
8204,horse
8211,cat
8225,cat
8239,horse
8247,cat
8252,cat
8256,cat
8260,cat
8263,cat
8267,cat
8278,horse
8286,cat
8287,cat
8289,cat
8300,horse
8303,cat
8307,horse
8312,horse
8313,horse
8316,horse
8317,horse
8320,cat
8331,cat
8337,cat
8344,horse
8346,horse
8350,cat
8352,horse
8357,cat
8358,horse
8361,horse
8368,horse
8370,horse
8371,cat
8373,horse
8381,cat
8382,cat
8386,cat
8387,cat
8391,horse
8392,horse
8409,cat
8410,horse
8421,cat
8423,cat
8431,horse
8435,cat
8462,horse
8466,horse
8468,cat
8470,horse
8482,horse
8499,horse
8500,horse
8504,cat
8508,cat
8509,horse
8517,horse
8521,cat
8522,horse
8534,horse
8538,horse
8547,horse
8556,horse
8573,horse
8581,horse
8593,cat
8594,horse
8596,horse
8597,horse
8599,cat
8600,cat
8605,horse
8606,horse
8607,cat
8609,horse
8610,cat
8616,horse
8620,horse
8621,horse
8625,horse
8627,horse
8630,cat
8636,cat
8641,horse
8643,horse
8644,horse
8646,cat
8647,horse
8650,cat
8654,horse
8657,cat
8660,horse
8665,horse
8681,cat
8682,horse
8687,cat
8688,horse
8695,horse
8699,horse
8709,horse
8711,cat
8712,cat
8713,horse
8715,cat
8719,horse
8720,horse
8723,cat
8725,horse
8739,cat
8740,cat
8745,horse
8746,horse
8752,horse
8753,horse
8761,cat
8762,cat
8765,horse
8782,cat
8787,cat
8791,cat
8809,cat
8815,horse
8818,horse
8819,horse
8823,cat
8840,cat
8846,horse
8847,cat
8860,horse
8864,cat
8865,cat
8877,cat
8881,cat
8886,horse
8888,horse
8896,horse
8898,horse
8902,horse
8905,horse
8908,horse
8909,cat
8910,horse
8915,horse
8917,cat
8919,cat
8922,horse
8925,horse
8928,horse
8932,horse
8944,cat
8947,horse
8948,cat
8963,cat
8967,horse
8975,cat
8977,horse
8979,cat
8981,horse
8985,horse
8987,cat
8989,cat
8997,horse
9006,cat
9007,cat
9009,cat
9021,cat
9025,cat
9035,cat
9041,cat
9045,horse
9052,cat
9053,cat
9061,cat
9072,horse
9073,horse
9074,cat
9076,horse
9080,horse
9082,cat
9083,horse
9087,horse
9101,cat
9108,cat
9111,horse
9112,cat
9121,cat
9129,cat
9130,cat
9134,horse
9136,cat
9146,cat
9153,cat
9157,cat
9164,cat
9165,cat
9166,horse
9167,cat
9174,cat
9183,cat
9184,cat
9185,horse
9186,cat
9187,horse
9202,horse
9208,horse
9215,horse
9223,cat
9224,horse
9225,horse
9226,horse
9229,cat
9240,horse
9244,horse
9249,cat
9272,horse
9280,horse
9284,cat
9292,cat
9294,cat
9295,horse
9299,cat
9301,cat
9305,cat
9306,cat
9308,cat
9311,horse
9312,cat
9316,horse
9330,horse
9332,horse
9333,cat
9335,cat
9339,cat
9344,cat
9346,cat
9348,horse
9358,cat
9362,horse
9370,horse
9372,cat
9375,horse
9394,cat
9395,cat
9399,cat
9400,cat
9406,cat
9410,horse
9422,cat
9423,horse
9430,cat
9437,horse
9444,horse
9452,horse
9454,horse
9455,horse
9457,horse
9463,horse
9473,horse
9474,horse
9480,cat
9486,cat
9487,horse
9490,cat
9493,horse
9497,horse
9505,horse
9506,horse
9518,horse
9549,horse
9561,horse
9565,cat
9571,cat
9572,horse
9575,cat
9582,horse
9588,horse
9591,horse
9592,cat
9601,cat
9610,cat
9613,cat
9614,cat
9622,horse
9625,cat
9629,horse
9633,cat
9638,horse
9641,horse
9648,cat
9657,cat
9668,cat
9671,cat
9673,horse
9690,horse
9695,cat
9701,cat
9703,cat
9711,cat
9712,horse
9720,horse
9721,cat
9726,horse
9727,horse
9736,horse
9738,cat
9739,cat
9742,horse
9753,cat
9761,cat
9769,horse
9774,horse
9779,horse
9784,cat
9790,horse
9793,cat
9795,cat
9796,horse
9806,horse
9818,cat
9822,horse
9824,horse
9830,horse
9831,cat
9835,horse
9837,horse
9842,cat
9843,cat
9847,cat
9852,horse
9857,cat
9866,cat
9892,horse
9893,cat
9898,cat
9905,cat
9907,horse
9909,cat
9910,cat
9913,cat
9915,cat
9927,cat
9928,cat
9931,cat
9940,horse
9944,cat
9945,cat
9957,horse
9958,horse
9959,horse
9965,horse
9969,cat
9971,cat
9974,cat
9977,cat
9982,horse
9983,cat
9996,cat
10006,cat
10012,cat
10018,cat
10022,cat
10029,horse
10035,horse
10038,horse
10041,horse
10042,horse
10045,cat
10046,horse
10048,horse
10049,cat
10067,cat
10071,cat
10074,horse
10078,horse
10082,horse
10085,horse
10086,cat
10095,horse
10102,cat
10107,horse
10115,horse
10122,horse
10126,cat
10127,cat
10128,horse
10133,horse
10136,cat
10138,cat
10141,horse
10144,cat
10157,horse
10159,horse
10163,horse
10171,horse
10178,cat
10183,cat
10185,horse
10186,horse
10187,cat
10190,cat
10193,cat
10194,cat
10210,cat
10215,horse
10217,horse
10226,horse
10227,horse
10233,horse
10236,horse
10245,cat
10255,cat
10256,cat
10260,horse
10270,horse
10275,horse
10278,horse
10279,horse
10282,horse
10294,cat
10296,horse
10305,cat
10306,horse
10308,horse
10309,horse
10311,cat
10321,cat
10322,cat
10323,cat
10329,horse
10330,cat
10334,horse
10340,horse
10342,cat
10348,horse
10349,horse
10359,horse
10369,horse
10372,horse
10384,cat
10385,horse
10387,horse
10415,cat
10419,cat
10423,horse
10428,cat
10431,cat
10436,horse
10440,cat
10442,cat
10450,horse
10453,cat
10455,cat
10460,horse
10463,cat
10464,cat
10465,cat
10466,horse
10467,horse
10469,cat
10482,horse
10489,cat
10491,horse
10493,cat
10497,horse
10502,cat
10503,horse
10507,cat
10508,horse
10509,cat
10519,cat
10528,cat
10529,horse
10530,horse
10535,cat
10539,horse
10541,horse
10547,horse
10548,horse
10553,horse
10558,cat
10559,cat
10561,horse
10563,horse
10566,cat
10574,horse
10576,cat
10581,horse
10584,horse
10585,horse
10588,cat
10596,cat
10599,horse
10603,horse
10612,cat
10619,cat
10620,cat
10622,horse
10624,horse
10635,cat
10644,horse
10654,cat
10667,horse
10673,horse
10685,horse
10686,horse
10688,horse
10696,horse
10706,cat
10713,horse
10723,cat
10728,horse
10731,horse
10732,cat
10735,horse
10736,horse
10746,cat
10747,cat
10750,cat
10753,cat
10754,cat
10755,horse
10771,cat
10773,horse
10779,horse
10780,horse
10785,cat
10789,cat
10790,horse
10810,cat
10814,horse
10815,cat
10817,horse
10819,horse
10824,horse
10826,cat
10844,cat
10853,horse
10855,cat
10858,cat
10859,horse
10870,cat
10871,cat
10872,horse
10874,horse
10875,horse
10880,horse
10884,cat
10885,horse
10887,horse
10888,horse
10892,horse
10893,horse
10906,horse
10917,horse
10919,cat
10928,horse
10930,cat
10932,cat
10933,horse
10938,cat
10943,cat
10949,cat
10950,cat
10958,horse
10959,cat
10961,cat
10968,cat
10982,cat
10989,horse
10994,cat
10995,horse
10999,horse
11000,cat
11012,cat
11020,horse
11026,cat
11027,cat
11029,cat
11040,horse
11041,cat
11047,horse
11048,cat
11052,horse
11053,cat
11054,horse
11056,cat
11058,horse
11060,horse
11066,horse
11068,cat
11069,horse
11080,cat
11089,horse
11103,horse
11104,cat
11106,cat
11109,horse
11120,cat
11121,cat
11132,cat
11137,horse
11147,horse
11155,horse
11163,horse
11168,horse
11184,cat
11189,cat
11193,cat
11196,cat
11200,cat
11204,horse
11206,cat
11212,cat
11215,horse
11223,cat
11229,horse
11232,cat
11235,cat
11237,cat
11258,cat
11261,horse
11269,cat
11272,cat
11279,horse
11282,horse
11285,horse
11290,horse
11292,cat
11294,cat
11295,cat
11301,horse
11308,cat
11321,cat
11322,horse
11324,horse
11325,cat
11330,horse
11334,cat
11335,horse
11338,cat
11339,horse
11340,cat
11345,cat
11351,horse
11354,cat
11356,horse
11358,cat
11360,cat
11365,cat
11367,cat
11371,cat
11378,horse
11380,cat
11387,cat
11388,cat
11390,cat
11391,horse
11392,horse
11394,horse
11410,cat
11411,horse
11412,horse
11415,horse
11418,horse
11420,cat
11427,horse
11429,horse
11435,cat
11447,horse
11448,cat
11449,horse
11450,cat
11459,cat
11461,horse
11470,horse
11477,cat
11478,cat
11481,cat
11484,horse
11485,horse
11493,cat
11499,cat
11503,horse
11513,cat
11521,horse
11528,horse
11532,cat
11535,cat
11541,cat
11545,cat
11554,horse
11557,cat
11562,horse
11565,cat
11569,cat
11571,horse
11579,cat
11582,horse
11596,horse
11597,cat
11606,horse
11609,horse
11612,horse
11618,cat
